image,output,timestamp
,"{""label"": ""Ger\u00e7ek (REAL)"", ""confidences"": [{""label"": ""Ger\u00e7ek (REAL)"", ""confidence"": 0.9326117038726807}, {""label"": ""Yapay Zeka (FAKE)"", ""confidence"": 0.06738828867673874}]}",2026-01-29 03:23:32.073455
